"date","volatility"
20150105,0.411322755679772
20150106,0.65933542593243
20150107,0.499578969860087
20150108,0.343681438234077
20150109,0.326483442620985
20150112,0.313155842026331
20150113,0.697297333311257
20150114,0.481364540894675
20150115,0.370589172916789
20150116,0.355469140322468
20150120,0.241306320585412
20150121,0.721473530733072
20150122,0.473951223847297
20150123,0.410535382419768
20150126,0.325270422741508
20150127,0.42867131828543
20150128,0.684609190917156
20150129,0.668649004067275
20150130,0.624372234470628
20150202,0.383072707441229
20150203,0.530140798859725
20150204,0.646805902555946
20150205,0.278232188051036
20150206,0.376130858766101
20150209,0.232422525601951
20150210,0.321756957549507
20150211,0.490749643035674
20150212,1.11477597627895
20150213,0.328250636208427
20150217,0.303981892576147
20150218,0.618147201936783
20150219,0.250318787122995
20150220,0.483875783546362
20150223,0.341833912357911
20150224,0.483579298962042
20150225,0.376437282343291
20150226,0.28028811563483
20150227,0.286145806425771
20150302,0.283707422808837
20150303,1.16466858883806
20150304,0.277371994507837
20150305,0.423863638012866
20150306,0.521120547887987
20150309,0.493701860815519
20150310,0.419178447134092
20150311,0.797853911809858
20150312,0.387534804993212
20150313,0.342754041865815
20150316,0.441924914272469
20150317,0.436265111793565
20150318,0.7231571168124
20150319,0.612657967370134
20150320,0.537486307110241
20150323,0.228925782767057
20150324,0.255071623042625
20150325,0.686941002296186
20150326,0.309379365998696
20150327,0.446101876021499
20150330,0.348416638077967
20150331,0.245780144838192
20150401,0.299606359442393
20150402,0.692264497095746
20150406,0.453650534239573
20150407,0.481193595552433
20150408,0.747883544113258
20150409,1.03711975811698
20150410,0.310454892971662
20150413,0.744116308719884
20150414,0.742348061950824
20150415,0.563929097057792
20150416,0.546792991678161
20150417,0.784272988460958
20150420,2.04000003888304
20150421,0.523646540503795
20150422,0.44472320694788
20150423,0.742041381878095
20150424,0.261049240272946
20150427,0.541317273342757
20150428,0.458847084356703
20150429,0.857947214061904
20150430,0.739132914544534
20150501,0.328988745966643
20150504,0.58645996691243
20150505,0.801683042579144
20150506,0.748358742100357
20150507,0.661654958013494
20150508,0.436670129193984
20150511,0.438970877754914
20150512,0.517515261448255
20150513,0.413916315884298
20150514,0.374938561333241
20150515,0.442905378135209
20150518,0.596275378037242
20150519,0.413457172519928
20150520,0.230858510392813
20150521,0.404129665427719
20150522,0.37701971540401
20150526,0.715506830887534
20150527,0.325801968877736
20150528,0.423278868321234
20150529,0.356812920542901
20150601,0.366177565598412
20150602,0.366441734802399
20150603,0.262465295794538
20150604,0.32802799432341
20150605,0.394579960311298
20150608,0.312598854174305
20150609,0.471209271365131
20150610,0.478034083021679
20150611,0.368104184925246
20150612,0.198627042550208
20150615,0.291505744631206
20150616,0.307797983051043
20150617,0.471425183637014
20150618,0.257323101668221
20150619,0.295535442916413
20150622,0.278646903941095
20150623,0.353839141106689
20150624,0.347255360130038
20150625,0.283374690801209
20150626,0.416510815130324
20150629,0.626746869509533
20150630,0.306655252617207
20150701,0.329094394192293
20150702,0.568993644855072
20150706,0.525124580661857
20150707,1.32682724963877
20150708,1.04879799675549
20150709,0.639402490100322
20150710,0.637777732259903
20150713,0.297255104959392
20150714,0.258006156683867
20150715,0.427703133248738
20150716,0.281044478151533
20150717,0.313516636386966
20150720,0.586198809552546
20150721,0.397139262559469
20150722,0.336243165069596
20150723,0.429725172039792
20150724,0.611157396906195
20150727,0.576715197744854
20150728,0.420994820557612
20150729,0.51517468337403
20150730,0.302035515152884
20150731,0.667409772682244
20150803,0.48207528127093
20150804,0.480887530618736
20150805,0.377424277291626
20150806,0.549752478974127
20150807,0.303148517815193
20150810,0.321889630143006
20150811,0.436483536878671
20150812,0.561169430063931
20150813,0.310851484550018
20150814,0.280554498396478
20150817,0.305860489305644
20150818,0.324389166742931
20150819,0.676866603106973
20150820,0.634782618904735
20150821,1.07459940071807
20150824,3.69199995746337
20150825,1.02435842630113
20150826,1.32632652600641
20150827,0.915244218398272
20150828,0.311825275460507
20150831,0.737165560074608
20150901,0.553481704705199
20150902,0.624669134035591
20150903,0.651633665110456
20150904,0.730865698050873
20150908,0.542778518121906
20150909,0.625703719547501
20150910,0.634440652405961
20150911,0.326167710798864
20150914,0.479051606208982
20150915,0.540760156860212
20150916,0.406855438490948
20150917,1.10736740580185
20150918,0.612558598790986
20150921,0.42900244378727
20150922,0.516226008124493
20150923,0.485776937416098
20150924,0.671650610210231
20150925,0.497747856106825
20150928,0.675357362746396
20150929,0.597793202286499
20150930,1.27865651679227
20151001,0.76138264073213
20151002,0.814928839525193
20151005,0.304306526184213
20151006,0.340685012802718
20151007,0.842351159355935
20151008,0.649071933213626
20151009,0.709587405658686
20151012,0.24935292124508
20151013,0.318336646933961
20151014,0.77141834969943
20151015,0.536517369876552
20151016,0.305615168960315
20151019,0.27997930743852
20151020,0.961928803886354
20151021,0.656223379977895
20151022,0.783677924187152
20151023,0.498802553919079
20151026,0.697496813333623
20151027,0.132140253610054
20151028,0.816567198196126
20151029,0.533888090323459
20151030,0.521397340604608
20151102,0.366130277922395
20151103,0.580449767531001
20151104,0.462932423405211
20151105,0.430575740723431
20151106,0.438040334529186
20151109,0.735159897810575
20151110,0.264630751448175
20151111,0.296648666817488
20151112,0.409491779813545
20151113,0.613900374780663
20151116,0.385592758380633
20151117,0.327434750509607
20151118,0.353052238035716
20151119,0.420278204194432
20151120,0.427078592344037
20151123,0.430976808626122
20151124,0.237363454918309
20151125,0.385763197694832
20151127,0.576852859866623
20151130,0.409655044388369
20151201,0.479661132813488
20151202,0.440914830577794
20151203,0.401017481541454
20151204,0.453222497551519
20151207,0.376524916562333
20151208,0.466405200570298
20151209,0.717689446497073
20151210,0.31199434162112
20151211,0.330453341354492
20151214,0.72415845423675
20151215,0.573744648888582
20151216,0.640999582664324
20151217,0.30943424071874
20151218,0.448601631390537
20151221,0.496525137320326
20151222,0.265049984524124
20151223,0.221126758543167
20151224,0.328064377508254
20151228,0.31342318735439
20151229,0.306519133029246
20151230,0.451838214178176
20151231,0.284302279814017
20160104,0.492275081266625
20160105,0.354312026651135
20160106,0.385471056905055
20160107,0.734716764587005
20160108,0.447507683187355
20160111,0.734680356897569
20160112,0.374230770659932
20160113,0.690128054241297
20160114,0.994127827922653
20160115,0.664062032137742
20160119,0.490495007491812
20160120,0.966541147431004
20160121,0.839202624158233
20160122,0.255814366195578
20160125,0.461177737907837
20160126,0.379826325834705
20160127,0.790305386372972
20160128,0.595910333290668
20160129,0.41697081721438
20160201,0.418195391394629
20160202,0.506123363203095
20160203,0.704566902495386
20160204,0.610049605884696
20160205,0.464958528916366
20160208,0.496673800396688
20160209,0.510208140060471
20160210,0.652696295061853
20160211,0.640839429059297
20160212,0.439314675405196
20160216,0.263688635189672
20160217,0.350648331865304
20160218,0.280863469620081
20160219,0.468005433794168
20160222,0.412302402916426
20160223,0.546400445602313
20160224,0.81921916246554
20160225,0.362251124697075
20160226,0.276513745724507
20160229,0.453755859719904
20160301,0.631674902962793
20160302,0.390178712233898
